
"PONUMBER"	"AGENCY"	"ORDEREDDATE"	"VENDORCOMMODITYDESC"	"QUANTITYORDERED"	"PRICE"	"VENDORID"	"VENDORNAME"	"VENDORADDRESS"	"VENDORCITY"	"VENDORSTATE"	"VENDORPOSTALCODE"	"VENDORLOC_EMAILADDRESS"	"NIGPCODE"	"NIGPDESCRIPTION"	"UOMCode"	"UOMDesc"	"VENDORPARTNUMBER"	"MANPARTNUMBER"
"A501_0000200216"	"Virginia Department of Transportation"	"09/23/2002"	"FLAGGER SERVICES, TEMPORARY SERVICES"	93	9.35	"c9568"	"ABACUS CORPORATION"	"3114 WEST MARSHALL STREET, SUITE A"	"RICHMOND"	"VA"	"23230"	"MPBRADY@ABACUSCORPORATION.COM"	"96162"	"Personnel Services (Not Employment)"	"HUR"	"hour"	""	""
"A501_0000200213"	"Virginia Department of Transportation"	"09/23/2002"	"FLAGGER SERVICES, TEMPORARY SERVICES"	16	9.35	"c9568"	"ABACUS CORPORATION"	"3114 WEST MARSHALL STREET, SUITE A"	"RICHMOND"	"VA"	"23230"	"MPBRADY@ABACUSCORPORATION.COM"	"96162"	"Personnel Services (Not Employment)"	"HUR"	"hour"	""	""
"DO34910"	"Department of Alcoholic Beverage Control"	"09/13/2002"	"WIRELESS REPEATER SYSTEM AS PER SPECS ON BID"	10	2695	"e1679"	"Unilux, LTD"	"7845 D Airpark Road"	"Gaithersburg"	"MD"	"20879"	"sales@uniluxltd.com"	"72554"	"Security Systems and Equipment, Communications"	"EA"	"each"	""	""
"A501_0000200229"	"Virginia Department of Transportation"	"09/23/2002"	"MOTOR VEHICLE OPERATOR A"	16	10.21	"c9568"	"ABACUS CORPORATION"	"3114 WEST MARSHALL STREET, SUITE A"	"RICHMOND"	"VA"	"23230"	"MPBRADY@ABACUSCORPORATION.COM"	"96162"	"Personnel Services (Not Employment)"	"HUR"	"hour"	""	""
"DO34910"	"Department of Alcoholic Beverage Control"	"09/13/2002"	"WIRELESS VHF TRANSMITTER BATTERIES AS PER SPECS ON BID"	4	1950	"e1679"	"Unilux, LTD"	"7845 D Airpark Road"	"Gaithersburg"	"MD"	"20879"	"sales@uniluxltd.com"	"72554"	"Security Systems and Equipment, Communications"	"EA"	"each"	""	""
"A501_0000200230"	"Virginia Department of Transportation"	"09/23/2002"	"MOTOR VEHICLE OPERATOR A"	32	10.21	"c9568"	"ABACUS CORPORATION"	"3114 WEST MARSHALL STREET, SUITE A"	"RICHMOND"	"VA"	"23230"	"MPBRADY@ABACUSCORPORATION.COM"	"96162"	"Personnel Services (Not Employment)"	"HUR"	"hour"	""	""
"DO34909"	"Germanna Community College"	"09/13/2002"	"shipping for above item"	1	5.25	"999999999999"	"Chesapeake Promotional Services (CPS)"	"12014 Prosperity Court"	"Fredericksburg"	"VA"	"22407"	""	"61515"	"Books, Office: Accounting, Address, Columnar, Composition, Memo, Minute, Receipt, Steno, Time, etc."	"EA"	"each"	""	""
"DO37100"	"Wallens Ridge Correctional Center"	"09/26/2002"	"Cylinder"	2	45.26	"999999999999"	"Dotson Chevrolet-Olds, Inc."	"212 E. 5th Street"	"Big Stone Gap"	"VA"	"24219"	""	"76013"	"Cylinders, Hydraulic"	"EA"	"each"	""	""
"DO37081"	"Coffeewood Correctional Center"	"09/26/2002"	"Buns, Hamburger Delivery on Oct 29"	120	.7	"999999999999"	"IBC Wonderbread"	"P.O. Box 26327"	"Richmond"	"VA"	"23260"	""	"37515"	"Bread, Rolls, etc. (Including Brown and Serve Items)"	"DZN"	"dozen"	""	""
"DO17082"	"Danville Community College"	"05/03/2002"	"Aimer, Vision/Headlamp - # HOP-82006"	0	2438.95	"999999999999"	"ProTool"	"119 Lennox Ave., S.W."	"Massillon"	"OH"	"44646"	""	"68095"	"Tools, Gunsmith's: Borescopes, etc."	"EA"	"each"	""	""
"DO17082"	"Danville Community College"	"05/03/2002"	"Printer, Spec - # HOP-82060"	0	283.31	"999999999999"	"ProTool"	"119 Lennox Ave., S.W."	"Massillon"	"OH"	"44646"	""	"68095"	"Tools, Gunsmith's: Borescopes, etc."	"EA"	"each"	""	""
"DO17082"	"Danville Community College"	"05/03/2002"	"Estimate Shipping"	0	100	"999999999999"	"ProTool"	"119 Lennox Ave., S.W."	"Massillon"	"OH"	"44646"	""	"68095"	"Tools, Gunsmith's: Borescopes, etc."	"EA"	"each"	""	""
"DO37099"	"Wallens Ridge Correctional Center"	"09/26/2002"	"Preventative maintenance on processor in Medical"	1	275	"999999999999"	"Amis Systems, Inc."	"1113 Tinsley Street"	"Roanoke"	"VA"	"24153"	""	"70028"	"Graphic Art Equipment: Cameras, Darkroom Sinks, Engraving Machines, Heliographic Equipment, Light Tables, Photoengravers, Processors, Waxers, etc."	"EA"	"each"	""	""
"DO37081"	"Coffeewood Correctional Center"	"09/26/2002"	"Buns, Hamburger Delivery on Oct 22"	120	.7	"999999999999"	"IBC Wonderbread"	"P.O. Box 26327"	"Richmond"	"VA"	"23260"	""	"37515"	"Bread, Rolls, etc. (Including Brown and Serve Items)"	"DZN"	"dozen"	""	""
"DO37081"	"Coffeewood Correctional Center"	"09/26/2002"	"Buns, Hamburger Delivery on Oct. 1"	240	.7	"999999999999"	"IBC Wonderbread"	"P.O. Box 26327"	"Richmond"	"VA"	"23260"	""	"37515"	"Bread, Rolls, etc. (Including Brown and Serve Items)"	"DZN"	"dozen"	""	""
"DO16940"	"College of William and Mary"	"05/02/2002"	"TAPE,TRANS,MAGIC.75"-1"CORE"	0	1.75	"c16503"	"Supply Room"	"PO Box 1810"	"Ashland"	"VA"	"23005"	"achildress@thesupplyroom.com"	"83220"	"Tape, Cellulose: Drafting, Labeling, etc."	"RL"	"reel"	"MMM81034X1296"	"MMM81034X1296"
"DO16940"	"College of William and Mary"	"05/02/2002"	"COVER,RPT,W/BONE,CL"	0	8.17	"c16503"	"Supply Room"	"PO Box 1810"	"Ashland"	"VA"	"23005"	"achildress@thesupplyroom.com"	"61531"	"Covers: Brief, Manuscript, Pressboard, Report, etc."	"BX"	"box"	"CLI32457"	"CLI32457"
"DO37081"	"Coffeewood Correctional Center"	"09/26/2002"	"Buns, Hamburger Delivery on Oct 18"	120	.7	"999999999999"	"IBC Wonderbread"	"P.O. Box 26327"	"Richmond"	"VA"	"23260"	""	"37515"	"Bread, Rolls, etc. (Including Brown and Serve Items)"	"DZN"	"dozen"	""	""
"DO37081"	"Coffeewood Correctional Center"	"09/26/2002"	"Buns, Hot Dog Delivery on Oct 18"	240	.7	"999999999999"	"IBC Wonderbread"	"P.O. Box 26327"	"Richmond"	"VA"	"23260"	""	"37515"	"Bread, Rolls, etc. (Including Brown and Serve Items)"	"DZN"	"dozen"	""	""
"DO16300"	"DOC - Division of Institutions"	"04/29/2002"	"030 01120 CLARINO FINISH, SIZES 38, EA
MFG. MIXSON ORDER NO. VA157T"	0	15.1	"c23422"	"MIXSON CORPORATION"	"7635 W 28 Avenue"	"Hialeah"	"FL"	"33016"	"mixson@digital.net"	"20125"	"Belts and Suspenders"	"EA"	"each"	""	""

"DO37081"	"Coffeewood Correctional Center"	"09/26/2002"	"English Muffins, Delivery on Oct 18"	60	1.15	"999999999999"	"IBC Wonderbread"	"P.O. Box 26327"	"Richmond"	"VA"	"23260"	""	"37515"	"Bread, Rolls, etc. (Including Brown and Serve Items)"	"DZN"	"dozen"	""	""
"DO16300"	"DOC - Division of Institutions"	"04/29/2002"	"030 01120 CLARINO FINISH, SIZES 42, EA
MFG. MIXSON ORDER NO. VA157T"	0	15.1	"c23422"	"MIXSON CORPORATION"	"7635 W 28 Avenue"	"Hialeah"	"FL"	"33016"	"mixson@digital.net"	"20125"	"Belts and Suspenders"	"EA"	"each"	""	""

"DO16300"	"DOC - Division of Institutions"	"04/29/2002"	"030 01120 CLARINO FINISH, SIZES 44, EA
MFG. MIXSON ORDER NO. VA157T"	0	15.1	"c23422"	"MIXSON CORPORATION"	"7635 W 28 Avenue"	"Hialeah"	"FL"	"33016"	"mixson@digital.net"	"20125"	"Belts and Suspenders"	"EA"	"each"	""	""

"DO16300"	"DOC - Division of Institutions"	"04/29/2002"	"030 01000 MEDIUM-GLOSS LEATHER FINISH, MFG. MIXSON ORDER NO. 78BP, SIZE 36"	0	25.9	"c23422"	"MIXSON CORPORATION"	"7635 W 28 Avenue"	"Hialeah"	"FL"	"33016"	"mixson@digital.net"	"20125"	"Belts and Suspenders"	"EA"	"each"	""	""
"DO16300"	"DOC - Division of Institutions"	"04/29/2002"	"030 01000 MEDIUM-GLOSS LEATHER FINISH, MFG. MIXSON ORDER NO. 78BP, SIZE 42"	0	25.9	"c23422"	"MIXSON CORPORATION"	"7635 W 28 Avenue"	"Hialeah"	"FL"	"33016"	"mixson@digital.net"	"20125"	"Belts and Suspenders"	"EA"	"each"	""	""
"DO16300"	"DOC - Division of Institutions"	"04/29/2002"	"030 01000 MEDIUM-GLOSS LEATHER FINISH, MFG. MIXSON ORDER NO. 78BP, SIZE 44"	0	25.9	"c23422"	"MIXSON CORPORATION"	"7635 W 28 Avenue"	"Hialeah"	"FL"	"33016"	"mixson@digital.net"	"20125"	"Belts and Suspenders"	"EA"	"each"	""	""
"DO16300"	"DOC - Division of Institutions"	"04/29/2002"	"030 01040 MEDIUM-GLOSS LEATHER FINISH, MFG. MIXSON ORDER NO. 78BP, SIZE 46"	0	25.9	"c23422"	"MIXSON CORPORATION"	"7635 W 28 Avenue"	"Hialeah"	"FL"	"33016"	"mixson@digital.net"	"20125"	"Belts and Suspenders"	"EA"	"each"	""	""
"DO16300"	"DOC - Division of Institutions"	"04/29/2002"	"030 01040 MEDIUM-GLOSS LEATHER FINISH, MFG. MIXSON ORDER NO. 78BP, SIZE 52"	0	25.9	"c23422"	"MIXSON CORPORATION"	"7635 W 28 Avenue"	"Hialeah"	"FL"	"33016"	"mixson@digital.net"	"20125"	"Belts and Suspenders"	"EA"	"each"	""	""
"DO16300"	"DOC - Division of Institutions"	"04/29/2002"	"030 01040 MEDIUM-GLOSS LEATHER FINISH, MFG. MIXSON ORDER NO. 78BP, SIZE 48"	0	25.9	"c23422"	"MIXSON CORPORATION"	"7635 W 28 Avenue"	"Hialeah"	"FL"	"33016"	"mixson@digital.net"	"20125"	"Belts and Suspenders"	"EA"	"each"	""	""
"DO16300"	"DOC - Division of Institutions"	"04/29/2002"	"030 01160 CLARINO FINISH, SIZES 46, EA
MFG. MIXSON ORDER NO. VA157T"	0	16.65	"c23422"	"MIXSON CORPORATION"	"7635 W 28 Avenue"	"Hialeah"	"FL"	"33016"	"mixson@digital.net"	"20125"	"Belts and Suspenders"	"EA"	"each"	""	""

"DO37081"	"Coffeewood Correctional Center"	"09/26/2002"	"Buns, Hot Dog Delivery on Oct 22"	240	.7	"999999999999"	"IBC Wonderbread"	"P.O. Box 26327"	"Richmond"	"VA"	"23260"	""	"37515"	"Bread, Rolls, etc. (Including Brown and Serve Items)"	"DZN"	"dozen"	""	""
"DO16300"	"DOC - Division of Institutions"	"04/29/2002"	"030 01120 CLARINO FINISH, SIZES 40, EA
MFG. MIXSON ORDER NO. VA157T"	0	15.1	"c23422"	"MIXSON CORPORATION"	"7635 W 28 Avenue"	"Hialeah"	"FL"	"33016"	"mixson@digital.net"	"20125"	"Belts and Suspenders"	"EA"	"each"	""	""

"DO16300"	"DOC - Division of Institutions"	"04/29/2002"	"030 01160 CLARINO FINISH, SIZES 48, EA
MFG. MIXSON ORDER NO. VA157T"	0	16.65	"c23422"	"MIXSON CORPORATION"	"7635 W 28 Avenue"	"Hialeah"	"FL"	"33016"	"mixson@digital.net"	"20125"	"Belts and Suspenders"	"EA"	"each"	""	""

"DO16300"	"DOC - Division of Institutions"	"04/29/2002"	"030 01160 CLARINO FINISH, SIZES 52, EA
MFG. MIXSON ORDER NO. VA157T"	0	16.65	"c23422"	"MIXSON CORPORATION"	"7635 W 28 Avenue"	"Hialeah"	"FL"	"33016"	"mixson@digital.net"	"20125"	"Belts and Suspenders"	"EA"	"each"	""	""

"DO16300"	"DOC - Division of Institutions"	"04/29/2002"	"030 01120 CLARINO FINISH, SIZES 36, EA
MFG. MIXSON ORDER NO. VA157T"	0	15.1	"c23422"	"MIXSON CORPORATION"	"7635 W 28 Avenue"	"Hialeah"	"FL"	"33016"	"mixson@digital.net"	"20125"	"Belts and Suspenders"	"EA"	"each"	""	""

"DO37069"	"Fluvanna Correctional Center"	"09/26/2002"	"Shipping"	1	18	"999999999999"	"En-Net Services"	"3 College Avenue, Suite 7"	"Frederick"	"MD"	"21701"	""	"91558"	"Mailing Services (Including Collating, Packaging, and Sorting)"	"EA"	"each"	""	""
"DO37069"	"Fluvanna Correctional Center"	"09/26/2002"	"Imaging Drum  *********
"	1	112	"999999999999"	"En-Net Services"	"3 College Avenue, Suite 7"	"Frederick"	"MD"	"21701"	""	"20772"	"Printer Accessories and Supplies: Chemicals, Forms Tractors, Inks and Cartridges, Label Sheets, Sheet Feeders, Toner Cartridges, Wheels, etc."	"EA"	"each"	""	""

"DO37069"	"Fluvanna Correctional Center"	"09/26/2002"	"Fuser  ********* "	1	204	"999999999999"	"En-Net Services"	"3 College Avenue, Suite 7"	"Frederick"	"MD"	"21701"	""	"20772"	"Printer Accessories and Supplies: Chemicals, Forms Tractors, Inks and Cartridges, Label Sheets, Sheet Feeders, Toner Cartridges, Wheels, etc."	"EA"	"each"	""	""
"DO37070"	"Department of Criminal Justice Services"	"09/26/2002"	"PRINT#10EXECUTIVEENVELOPESFORPRIVATESECURITYITEM# ********* "	5	25.6	"c21685"	"VIRGINIA CORRECTIONAL ENTERPRISES"	"8030 White Bark Terrace"	"Richmond"	"VA"	"23237"	"vcecustsrvc@vadoc.state.va.us"	"96600"	"PRINTING AND RELATED SERVICES"	"MIL"	"thousand"	""	""
"DO17620"	"Department of Corrections"	"05/08/2002"	"HP Laserjet printer 1200
20044827"	0	399	"c6879"	"OFFICE MAX"	"12144 Jefferson Avenue"	"Newport News"	"VA"	"23602"	"lhoward@officemax.com"	"20477"	"Printers, Laser"	"EA"	"each"	""	""

"DO17864"	"Department of Taxation"	"05/10/2002"	"Contract # 04502-20 Item#220 Refrigerator-Freezer combination 14.4 cu. ft. W. 28" H. 62 1/8" D. 30 7/8" Color #46-39432 Door Swing RH / Mfg. Kenmore"	0	365	"c7216"	"SEARS INDUSTRIAL SALES"	"8104 CYPRESSTREE LN"	"MECHANICSVILLE"	"VA"	"23111"	"TSTEW07@SEARS.COM"	"04566"	"Refrigerators and Freezers"	"EA"	"each"	""	""
"DO17864"	"Department of Taxation"	"05/10/2002"	"Shipping Charge"	0	27	"c7216"	"SEARS INDUSTRIAL SALES"	"8104 CYPRESSTREE LN"	"MECHANICSVILLE"	"VA"	"23111"	"TSTEW07@SEARS.COM"	"04566"	"Refrigerators and Freezers"	"EA"	"each"	""	""
"DO37307"	"Germanna Community College"	"09/27/2002"	"#RG70-3060, Inoculating loops"	12	1.7	"c21966"	"CAROLINA BIOLOGICAL SUPPLY"	"2700 York Rd"	"Burlington"	"NC"	"27215"	"karen.parker@carolina.com"	"17500"	"CHEMICAL LABORATORY EQUIPMENT AND SUPPLIES"	"EA"	"each"	""	""
"DO17940"	"Germanna Community College"	"05/10/2002"	"Light fixture, 2 lamp, #LB232-120 GEB 2lmp, reference quote #3079173"	0	36.5	"e2271"	"ECK Supply Company"	"1405 West Main Street"	"Richmond"	"VA"	"23285-5618"	"kgsteger@ecksupply.com"	"28554"	"Lighting Fixtures, Indoor: All Kinds and Parts (Including Lampholders and Recycled Types)"	"EA"	"each"	""	""
"DO37100"	"Wallens Ridge Correctional Center"	"09/26/2002"	"Gasket"	1	15.82	"999999999999"	"Dotson Chevrolet-Olds, Inc."	"212 E. 5th Street"	"Big Stone Gap"	"VA"	"24219"	""	"46038"	"Gaskets, Hose and Coupling"	"EA"	"each"	""	""
"DO37307"	"Germanna Community College"	"09/27/2002"	"#RG69-5967, chemstrip"	1	95	"c21966"	"CAROLINA BIOLOGICAL SUPPLY"	"2700 York Rd"	"Burlington"	"NC"	"27215"	"karen.parker@carolina.com"	"17500"	"CHEMICAL LABORATORY EQUIPMENT AND SUPPLIES"	"EA"	"each"	""	""
"DO17909"	"Department of Corrections"	"05/10/2002"	"Minolta EP3000 Copier Benchmark 3 0.0071 per copy from 0 to 13,000 and no overage charge up to 25,000 includes all supplies except for color toner and paper  "	0	92.3	"c1662"	"MINOLTA CORPORATION"	"101 Williams Drive"	"Ramsey"	"NJ"	"07446"	"mapsupport@minolta.com"	"60038"	"Copy Machines, Bond (Plain) Paper Type Including Parts and Accessories"	"MON"	"month"	""	""
"DO17909"	"Department of Corrections"	"05/10/2002"	"20 bin sorter w/autostapling, 3 hole punch "	0	62	"c1662"	"MINOLTA CORPORATION"	"101 Williams Drive"	"Ramsey"	"NJ"	"07446"	"mapsupport@minolta.com"	"60038"	"Copy Machines, Bond (Plain) Paper Type Including Parts and Accessories"	"MON"	"month"	""	""
"DO17777"	"Department of Information Technololgy"	"05/09/2002"	"V9000 HEFTER BURSTER DECOLLATERS
V9000-SPEED TO 9000/HOUR 11" FORMS. HANDLES ANYTHING FROM 4" - 14.875"W X 12" L UP TO 5 STACKS, SELF SHARPENING TRIMMERS 1/3" - 1", FORM LENGTH SETTINGS 0,4,5,5,6,8,5,11,12 INCHES.
"	0	7958	"999999999999"	"PATTCO PRINTER SYSTEM"	"15 WORMAN'S MILL COURT
SUITE A"	"FREDERICK"	"MD"	"21701-8715"	""	"20482"	"Printers, Microcomputer (Not Otherwise Classified)"	"EA"	"each"	""	""

"DO17777"	"Department of Information Technololgy"	"05/09/2002"	"INSTALLATION/SETUP/TRAINING"	0	500	"999999999999"	"PATTCO PRINTER SYSTEM"	"15 WORMAN'S MILL COURT
SUITE A"	"FREDERICK"	"MD"	"21701-8715"	""	"92031"	"Installation of Computers, Peripherals, and Related Equipment (Including Software)"	"EA"	"each"	""	""

"DO17777"	"Department of Information Technololgy"	"05/09/2002"	"MAINTENANCE SERVICE CONTRACT."	0	1668	"999999999999"	"PATTCO PRINTER SYSTEM"	"15 WORMAN'S MILL COURT
SUITE A"	"FREDERICK"	"MD"	"21701-8715"	""	"92045"	"Software Maintenance/Support"	"EA"	"each"	""	""

"DO17777"	"Department of Information Technololgy"	"05/09/2002"	"MARGIN SLITTER - LEFT"	0	394	"999999999999"	"PATTCO PRINTER SYSTEM"	"15 WORMAN'S MILL COURT
SUITE A"	"FREDERICK"	"MD"	"21701-8715"	""	"20482"	"Printers, Microcomputer (Not Otherwise Classified)"	"EA"	"each"	""	""

"DO17777"	"Department of Information Technololgy"	"05/09/2002"	"MARGIN SLITTER - RIGHT"	0	394	"999999999999"	"PATTCO PRINTER SYSTEM"	"15 WORMAN'S MILL COURT
SUITE A"	"FREDERICK"	"MD"	"21701-8715"	""	"20482"	"Printers, Microcomputer (Not Otherwise Classified)"	"EA"	"each"	""	""

"DO17777"	"Department of Information Technololgy"	"05/09/2002"	"PAPER TRAY FOR TWO CONTINUOUS FORM STACKING"	0	379	"999999999999"	"PATTCO PRINTER SYSTEM"	"15 WORMAN'S MILL COURT
SUITE A"	"FREDERICK"	"MD"	"21701-8715"	""	"60042"	"Copy Machines, Laser, Including Parts and Accessories"	"EA"	"each"	""	""

"DO17887"	"Central Virginia Community College"	"05/10/2002"	"#8915 UPHOLSTERED STACKING CHAIR W/CROWN SEAT     *****     FRAME:  CHAR/BLACK     *****     FABRIC:  VIRCO WINEBERRY A6; PACIFICA (7A) GRADE 5     *****QUOTED BY RICHMOND ZEHMER ON 4/30/02     ******  NOTE DIFFERENT DELIVERY ADDRESS ON ATTACHMENT"	0	37.54	"c26729"	"VIRCO MFG CORP"	"P.O. Box 5000"	"Conway"	"AR"	"72033"	"bids@virco.com"	"42000"	"FURNITURE: CAFETERIA, CHAPEL, DORMITORY, HOUSEHOLD, LIBRARY, LOUNGE, SCHOOL"	"EA"	"each"	""	""
"DO17887"	"Central Virginia Community College"	"05/10/2002"	"INSIDE DELIVERY, INSTALL, AND REMOVAL OF BEBRIS FOR ABOVE CHAIRS TO BROOKNEAL, VIRGINA"	0	3	"c26729"	"VIRCO MFG CORP"	"P.O. Box 5000"	"Conway"	"AR"	"72033"	"bids@virco.com"	"42000"	"FURNITURE: CAFETERIA, CHAPEL, DORMITORY, HOUSEHOLD, LIBRARY, LOUNGE, SCHOOL"	"EA"	"each"	""	""
"PCO6315"	"Auditor of Public Accounts"	"09/27/2002"	"Reinforcements, 1/4in Diameter, 1000/Box White"	10	4.23	"c16503"	"Supply Room"	"PO Box 1810"	"Ashland"	"VA"	"23005"	"achildress@thesupplyroom.com"	"61500"	"OFFICE SUPPLIES, GENERAL"	"PK"	"pack"	"AVE05720"	"AVE05720"
"DO32616"	"Wallens Ridge Correctional Center"	"08/29/2002"	"Shipping (This is an estimated amount.  Shipping may be less or more)"	1	56.29	"999999999999"	"Ora Line Secure Care Products"	"823 NYS Rt. 13"	"Cortland"	"NY"	"13045"	""	"96126"	"Crating and Packing Services for Transportation"	"EA"	"each"	""	""
"DO17777"	"Department of Information Technololgy"	"05/09/2002"	"24" STACKING DEVICE
(4TH PLAIN, INCLUDING STACKING OVERFLOW PROTECTION)"	0	724	"999999999999"	"PATTCO PRINTER SYSTEM"	"15 WORMAN'S MILL COURT
SUITE A"	"FREDERICK"	"MD"	"21701-8715"	""	"20482"	"Printers, Microcomputer (Not Otherwise Classified)"	"EA"	"each"	""	""

"DO17777"	"Department of Information Technololgy"	"05/09/2002"	"3 ADDITIONAL FORM SIZES"	0	158	"999999999999"	"PATTCO PRINTER SYSTEM"	"15 WORMAN'S MILL COURT
SUITE A"	"FREDERICK"	"MD"	"21701-8715"	""	"20482"	"Printers, Microcomputer (Not Otherwise Classified)"	"EA"	"each"	""	""

"DO37100"	"Wallens Ridge Correctional Center"	"09/26/2002"	"Seal kit"	1	18.42	"999999999999"	"Dotson Chevrolet-Olds, Inc."	"212 E. 5th Street"	"Big Stone Gap"	"VA"	"24219"	""	"54500"	"MACHINERY AND HARDWARE, INDUSTRIAL"	"EA"	"each"	""	""
"DO37280"	"Tidewater Community College"	"09/27/2002"	"SANITARY NAPKIN RECEPTACLE LINER. #3027K32"	1	24.75	"999999999999"	"MCMASTER CARR"	"P.O. BOX 440"	"NEW BRUNSWICK "	"NJ"	"08903 0440"	""	"92400"	"EDUCATIONAL SERVICES"	"EA"	"each"	""	""
"DO18491"	"Norfolk State University"	"05/15/2002"	"FURNISH LABOR AND MATERIALS TO OVERHAUL CHILLER AT WILSON HALL AS PER QUOTATION NO. DW1251 ON 3-15-02"	0	26900	"999999999999"	"DAMUTH SERVICES"	"1100 CAVALIER BLVD."	"CHESAPEAKE"	"VA"	"23323"	""	"91036"	"Heating, Air Conditioning, and Ventilation Maintenance and Repair Services"	"LO"	"lot"	""	""
"DO37338"	"Department of Juvenile Justice"	"09/27/2002"	"Burgundy Ink (Pantone 201) Oil - Based"	3	23.95	"c1587"	"XPEDX"	"2100 Jefferson Davis Highway"	"Richmond"	"VA"	"23224"	"don.kellam@xpedx.com"	"18000"	"CHEMICAL RAW MATERIALS (IN LARGE QUANTITIES PRIMARILY FOR MANUFACTURING JANITORIAL AND LAUNDRY PRODUCTS)"	"CA"	"can"	""	""
"DO37307"	"Germanna Community College"	"09/27/2002"	"#RG87-5724, meth blue"	2	11.8	"c21966"	"CAROLINA BIOLOGICAL SUPPLY"	"2700 York Rd"	"Burlington"	"NC"	"27215"	"karen.parker@carolina.com"	"17500"	"CHEMICAL LABORATORY EQUIPMENT AND SUPPLIES"	"EA"	"each"	""	""
"DO37338"	"Department of Juvenile Justice"	"09/27/2002"	"Estimated Shipping"	1	50	"c1587"	"XPEDX"	"2100 Jefferson Davis Highway"	"Richmond"	"VA"	"23224"	"don.kellam@xpedx.com"	"18000"	"CHEMICAL RAW MATERIALS (IN LARGE QUANTITIES PRIMARILY FOR MANUFACTURING JANITORIAL AND LAUNDRY PRODUCTS)"	"EA"	"each"	""	""
"DO19245"	"Department of General Services"	"05/21/2002"	"F&I, replacement sprinkler valves, per the attached DP&S purchase order 2040047, which is the result of procurement 999:2-07, dated 04/10/2002"	0	31640	"e3056"	"CAN SEE FIRE SERVICE CO. INC"	"P O BOX 173"	"HIGHLAND SPRINGS"	"VA"	"23075"	"FIRESOLUTIONS@MSN.COM"	"03100"	"AIR CONDITIONING, HEATING, AND VENTILATING: EQUIPMENT, PARTS AND ACCESSORIES (SEE RELATED ITEMS IN CLASS 740)"	"EA"	"each"	""	""
"DO34951"	"Norfolk State University"	"09/13/2002"	"COMPUTER, 700X, GW QUOTE# 09112880"	1	3336	"c9211"	"GATEWAY COMPANIES INC"	"610 Gateway Dr., P.O. Box 2000"	"North Sioux City"	"SD"	"57049"	"scott.comstock@gateway.com"	"20453"	"Microcomputers, Desktop or Towerbased"	"EA"	"each"	""	""
"DO19923"	"Norfolk State University"	"05/23/2002"	"Option, black vinyl floor covering, Dodge Intrepid Police Car, 2002."	0	75	"c16640"	"HARTMAN MOTOR SALES, INC."	"1711 South Main Street"	"Harrisonburg"	"VA"	"22801"	""	"07006"	"Automobiles and Station Wagons"	"EA"	"each"	"04"	""
"DO19923"	"Norfolk State University"	"05/23/2002"	"Option, traction control, Dodge Intrepid Police Car, 2002."	0	175	"c16640"	"HARTMAN MOTOR SALES, INC."	"1711 South Main Street"	"Harrisonburg"	"VA"	"22801"	""	"07006"	"Automobiles and Station Wagons"	"EA"	"each"	"06"	""
"DO19923"	"Norfolk State University"	"05/23/2002"	"Option, power eight-way driver's seat, Dodge Intrepid Police Car, 2002."	0	380	"c16640"	"HARTMAN MOTOR SALES, INC."	"1711 South Main Street"	"Harrisonburg"	"VA"	"22801"	""	"07006"	"Automobiles and Station Wagons"	"EA"	"each"	"05"	""
"DO19923"	"Norfolk State University"	"05/23/2002"	"Option, left side spotlight (available in black and chrome), Dodge Intrepid Police Car, 2002."	0	200	"c16640"	"HARTMAN MOTOR SALES, INC."	"1711 South Main Street"	"Harrisonburg"	"VA"	"22801"	""	"07006"	"Automobiles and Station Wagons"	"EA"	"each"	"02"	""
"DO19923"	"Norfolk State University"	"05/23/2002"	"2002 DODGE RAM 1500 VAN"	0	16770	"c16640"	"HARTMAN MOTOR SALES, INC."	"1711 South Main Street"	"Harrisonburg"	"VA"	"22801"	""	"92566"	"Manufacturing Engineering"	"EA"	"each"	""	""
"DO19746"	"Eastern State Hospital"	"05/23/2002"	"Minolta EP3000 Copier, Benchmark 3, 36 month rental in accordance with VA State Contract No. 60002-01"	0	92.3	"c1662"	"MINOLTA CORPORATION"	"101 Williams Drive"	"Ramsey"	"NJ"	"07446"	"mcustomer.support@minolta.com"	"60038"	"Copy Machines, Bond (Plain) Paper Type Including Parts and Accessories"	"MON"	"month"	""	""
"DO19746"	"Eastern State Hospital"	"05/23/2002"	"20 Bin Sorter/Stapler for Minolta EP3000 Copier.  36 month rental."	0	62	"c1662"	"MINOLTA CORPORATION"	"101 Williams Drive"	"Ramsey"	"NJ"	"07446"	"mcustomer.support@minolta.com"	"60038"	"Copy Machines, Bond (Plain) Paper Type Including Parts and Accessories"	"MON"	"month"	""	""
"DO37416"	"Virginia State University"	"09/30/2002"	"Ink Jet Labels, Address, 2-5/8inx1in, White"	3	37.28	"c16503"	"Supply Room"	"PO Box 1810"	"Ashland"	"VA"	"23005"	"achildress@thesupplyroom.com"	"61551"	"Labels, Reinforcements, Seals, etc. (Not Printed); and Sealing Wax"	"BX"	"box"	"AVE08460"	"AVE08460"
