SRC_SOURCE_KEY,SRCCLS_SOURCE_CLASS_CODE,SRCCLS_SOURCE_CLASS_NAME,SRC_SOURCE_CODE,,SRC_SOURCE_NAME
829,06,INSTITUTIONAL REVENUE,06050,,HIGHER EDU RECEIPTS FROM OTHER STATE AGENCIES
897,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08118,,PROCESSING FEES (CIVIL)
16,66,FEDERAL GRANTS AND CONTRACTS,66424,,SURVEY/STUDY/GRTS-SEC 1442 SAFE DRINKING WATER ACT
210,66,FEDERAL GRANTS AND CONTRACTS,66461,,WETLANDS PROTECTION-STATE DEVELOPMENT GRANTS
283,66,FEDERAL GRANTS AND CONTRACTS,66474,,WATER PROTECTION COORDINATION GRANTS TO STATES
418,66,FEDERAL GRANTS AND CONTRACTS,66605,,PERFORMANCE PARTNERSHIP GRANTS
580,66,FEDERAL GRANTS AND CONTRACTS,66708,,POLLUTION PREVENTION GRANTS PROGRAMS
694,66,FEDERAL GRANTS AND CONTRACTS,66804,,STATE UNDERGROUND STORAGE TANK PROGRAM
773,66,FEDERAL GRANTS AND CONTRACTS,66951,,ENVIRONMENTAL EDUCATION GRANTS
943,81,FEDERAL GRANTS AND CONTRACTS,81049,,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM
954,81,FEDERAL GRANTS AND CONTRACTS,81104,,TECHNOLOGY DEVELOPMENT FOR ENVIRONMENTAL MGMT
1004,83,FEDERAL GRANTS AND CONTRACTS,83010,,NATIONAL FIRE ACADEMY EDUCATIONAL PROGRAM
1015,83,FEDERAL GRANTS AND CONTRACTS,83534,,STATE & LOCAL ASSISTANCE ONE & FIVE
1134,83,FEDERAL GRANTS AND CONTRACTS,83544,,PUBLIC ASSISTANCE GRANTS
1225,83,FEDERAL GRANTS AND CONTRACTS,83562,,STATE/LOCAL ALL HAZARDS EMERGENCY OPERATIONS PLAN
1259,14,FEDERAL GRANTS AND CONTRACTS,14864,,ECONOMIC DEVELOPMENT/SUPPORTIVE SERVICES PROGRAM
1347,15,FEDERAL GRANTS AND CONTRACTS,15504,,RECLAMATION AND WATER REUSE PROGRAM
1355,15,FEDERAL GRANTS AND CONTRACTS,15616,,CLEAN VESSEL ACT
1463,15,FEDERAL GRANTS AND CONTRACTS,15633,,LANDOWNER INCENTIVE PROGRAM
12,01,TAXES,01000,,TAXES
97,01,TAXES,01010,,VALUATION TAXES ON CERTAIN PUBLIC SERVICE CORP
133,01,TAXES,01020,,"SHARES OF STOCK - BANKS,TRUST & SECURITYCOMPANIES"
203,01,TAXES,01040,,OYSTER INSPECTION TAX
214,01,TAXES,01048,,COURT SUITS CHANCERY CAUSES
295,01,TAXES,01057,,ALCOHOLIC BEVERAGES STATE TAX
348,01,TAXES,01065,,PACKED FRESH APPLES EXCISE TAX
394,01,TAXES,01076,,OTHER TOBACCO PRODUCTS TAX
520,01,TAXES,01084,,MOTOR VEHICLE SALES & USE TAX
598,01,TAXES,01092,,VA ESTATE TAX-CHAP 838-ACTS OF ASSEMBLY 1978
680,01,TAXES,01102,,INDIVIDUAL FIDUCIARY INCOME TAX - 2002
760,01,TAXES,01114,,ESTIMATED INCOME TAX - 2004
826,02,RIGHTS AND PRIVILEGES,02100,,LICENSES & PERMITS
872,02,RIGHTS AND PRIVILEGES,02108,,COMMERCIAL FISHERMEN REGISTRATION FEE
938,02,RIGHTS AND PRIVILEGES,02116,,SEPTIC SYSTEM FEES - STATE SHARE
1102,09,OTHER REVENUE,09055,,PRISON INMATE EMPLOYMENT RECEIPTS
1110,09,OTHER REVENUE,09081,,UNEARNED SCHOLARSHIPS-BD OF EDUCATION-PRIOR YEAR
1118,10,FEDERAL GRANTS AND CONTRACTS,10000,,OTHER ASSIST - US DEPT OF AGRICULTURE
1206,10,FEDERAL GRANTS AND CONTRACTS,10155,,MARKETING AGREEMENTS AND ORDERS
1214,10,FEDERAL GRANTS AND CONTRACTS,10170,,ADVANCES TELEPHONE SERVICE CONTRACT
1422,10,FEDERAL GRANTS AND CONTRACTS,10179,,FORT PICKETT TRAINING SITE
8,84,FEDERAL GRANTS AND CONTRACTS,84346,,OCCUPATIONAL & EMPLOYMENT INFORMATION STATE GRANTS
48,84,FEDERAL GRANTS AND CONTRACTS,84367,,IMPROVING TEACHER QUALITY STATE GRANTS
59,93,FEDERAL GRANTS AND CONTRACTS,93003,,PUBLIC HEALTH & SOCIAL SERVICES EMERGENCY FUND
181,93,FEDERAL GRANTS AND CONTRACTS,93048,,TRAINING RCH & DISCRETIONARY PROJ & PROGRAMS
192,93,FEDERAL GRANTS AND CONTRACTS,93106,,MINORITY RESEARCH TRAINING-BIOMEDICAL/BEHAV SCI
231,93,FEDERAL GRANTS AND CONTRACTS,93118,,AIDS ACTIVITY
279,93,FEDERAL GRANTS AND CONTRACTS,93130,,RESOURCE COORDINATION/DEVELOP-PRIMARY CARE OFFICES
371,93,FEDERAL GRANTS AND CONTRACTS,93150,,PROJ FOR ASSISTNCE IN TRANSITION FROM HOMELESSNESS
441,93,FEDERAL GRANTS AND CONTRACTS,93173,,RESEARCH - DEAFNESS & COMMUNICATION DISORDERS
458,93,FEDERAL GRANTS AND CONTRACTS,93217,,FAMILY PLANNING-SERVICES
562,93,FEDERAL GRANTS AND CONTRACTS,93242,,MENTAL HEALTH RESEARCH GRANTS
607,93,FEDERAL GRANTS AND CONTRACTS,93259,,RURAL ACCESS TO EMERGENCY DEVICES GRANT
681,93,FEDERAL GRANTS AND CONTRACTS,93277,,DRUG ABUSE/RESEARCH SCIENTIST DEVELOPMENT AWARDS
769,93,FEDERAL GRANTS AND CONTRACTS,93301,,SMALL RURAL HOSPITAL IMPROVEMENT GRANT
809,93,FEDERAL GRANTS AND CONTRACTS,93375,,MINORITY BIOMEDICAL RESEARCH SUPPORT
848,93,FEDERAL GRANTS AND CONTRACTS,93396,,CANCER BIOLOGY RESEARCH
902,93,FEDERAL GRANTS AND CONTRACTS,93564,,CHILD SUPPORT ENFORCEMENT RESEARCH
6,84,FEDERAL GRANTS AND CONTRACTS,84007,,FEDERAL SUPPLEMENTAL EDUCATION OPPORTUNITY GRANTS
88,84,FEDERAL GRANTS AND CONTRACTS,84029,,SPECIAL EDUC-PERSONNEL DEVELOPMENT/PARENT TRAINING
542,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05075,,PAYDAY LENDER APPLICATION FEE
553,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05105,,HIF - AGE/SEX ADJUSTMENT RECEIPTS
624,06,INSTITUTIONAL REVENUE,06007,,HIGHER EDU GOV GRANTS & CONTRACTS LOCAL
675,06,INSTITUTIONAL REVENUE,06015,,HIGHER EDU OUT OF STATE CAPITAL FEE
798,06,INSTITUTIONAL REVENUE,06027,,HIGHER EDU SALES & SVCS INTER-COLLEGIATE ATHLETICS
888,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08114,,CHILD RESTRAINT DEVICE PENALTIES
140,66,FEDERAL GRANTS AND CONTRACTS,66456,,NATIONAL ESTUARY PROGRAM
252,66,FEDERAL GRANTS AND CONTRACTS,66470,,HARDSHIP GRANT PROGRAM RURAL COMMUNITIES
380,66,FEDERAL GRANTS AND CONTRACTS,66514,,SCIENCE TO ACHIEVE RESULTS FELLOWSHIP PROGRAM
539,66,FEDERAL GRANTS AND CONTRACTS,66700,,PESTICIDE ENFORCEMENT COOPERATIVE AGREEMENTS
657,66,FEDERAL GRANTS AND CONTRACTS,66717,,SOURCE REDUCTION ASSISTANCE
736,66,FEDERAL GRANTS AND CONTRACTS,66813,,HAZARDOUS SUBSTANCE RESEARCH GRANTS
818,81,FEDERAL GRANTS AND CONTRACTS,81039,,NATIONAL ENERGY INFORMATION CENTER
948,81,FEDERAL GRANTS AND CONTRACTS,81086,,CONSERVATION RESEARCH & DEVELOPMENT
1001,82,FEDERAL GRANTS AND CONTRACTS,82000,,OTHER ASSIST - US INFORMATION AGENCY
1009,83,FEDERAL GRANTS AND CONTRACTS,83505,,STATE DISASTER PREPAREDNESS GRANTS
1125,83,FEDERAL GRANTS AND CONTRACTS,83541,,DISASTER UNEMPLOYMENT ASSISTANCE
1222,83,FEDERAL GRANTS AND CONTRACTS,83552,,EMERGENCY MANAGEMENT PERFORMANCE GRANT
1256,14,FEDERAL GRANTS AND CONTRACTS,14850,,PUBLIC AND INDIAN HOUSING
1344,15,FEDERAL GRANTS AND CONTRACTS,15225,,RECREATION RESOURCE MANAGEMENT
1352,15,FEDERAL GRANTS AND CONTRACTS,15612,,ENDANGERED SPECIES CONSERVATION
1360,15,FEDERAL GRANTS AND CONTRACTS,15625,,WILDLIFE CONSERVATION AND RESTORATION PROGRAM
1468,15,FEDERAL GRANTS AND CONTRACTS,15809,,NAT SPATIAL DATA INFRASTRUCTURE COOP AGREEMENT PGM
85,01,TAXES,01007,,ELECTRIC CONSUMPTION TAX
127,01,TAXES,01017,,ESTIMATED CORPORATE INCOME TAX PAYMENTS
172,01,TAXES,01037,,WILLS & ADMINISTRATIONS
208,01,TAXES,01045,,MOTOR VEHICLE FUEL TAX-GAS TAX
260,01,TAXES,01053,,PEANUT EXCISE TAX
345,01,TAXES,01062,,SOFT DRINK EXCISE TAX
359,01,TAXES,01070,,SMALL GRAIN TAX
477,01,TAXES,01081,,FOOD STATE SALES AND USE TAX
560,01,TAXES,01089,,ACCELERATED SALES TAX REVENUE
668,01,TAXES,01097,,STATE SALES & USE TAX 2004 SESSION INCREASE
748,01,TAXES,01111,,ESTIMATED INCOME TAX - 2001
800,01,TAXES,01131,,EMPLOYER WITHHOLDING TAXES
840,02,RIGHTS AND PRIVILEGES,02105,,FERTILIZER TONNAGE INSPECTION FEE
926,02,RIGHTS AND PRIVILEGES,02113,,STATE LOTTERY LICENSE APPLICATION FEE
985,02,RIGHTS AND PRIVILEGES,02121,,INTL REGISTRATION PLAN MOTOR VEHICLES
1107,09,OTHER REVENUE,09073,,RECOVERY OF HIGHER ED INST IND COST GRANT/CONT ADM
1115,09,OTHER REVENUE,09995,,SALE OF SURPLUS PROPERTY-ADP EQUIPMENT
1203,10,FEDERAL GRANTS AND CONTRACTS,10064,,FORESTRY INCENTIVES PROGRAM
1211,10,FEDERAL GRANTS AND CONTRACTS,10167,,ADVANCES ARMY SERVICE CONTRACT
1219,10,FEDERAL GRANTS AND CONTRACTS,10176,,ARMY SECURITY CONTRACT
1427,10,FEDERAL GRANTS AND CONTRACTS,10184,,STORE FRONT RECRUITING
915,93,FEDERAL GRANTS AND CONTRACTS,93595,,WELFARE REFORM/EVALUATIONS & NATIONAL STUDIES
994,93,FEDERAL GRANTS AND CONTRACTS,93630,,DEVELOPMENTL DISABILITIES BASIC SUPPT/ADVOCACY GRT
1082,93,FEDERAL GRANTS AND CONTRACTS,93659,,ADOPTION ASSISTANCE
1090,93,FEDERAL GRANTS AND CONTRACTS,93768,,COMPETITIVE EMPLOYMENT OF PEOPLE W/DISABILITIES
1098,93,FEDERAL GRANTS AND CONTRACTS,93837,,HEART AND VASCULAR DISEASES RESEARCH
1195,93,FEDERAL GRANTS AND CONTRACTS,93855,,"ALLERGY, IMMUNOLOGY, AND TRANSPLANTATION RESEARCH"
1283,93,FEDERAL GRANTS AND CONTRACTS,93879,,MEDICAL LIBRARY ASSISTANCE
1291,93,FEDERAL GRANTS AND CONTRACTS,93900,,FACULTY DEVLOP - GEN INTERNAL MEDICINE/PEDS
1059,02,RIGHTS AND PRIVILEGES,02412,,CONTRACTOR REGULATORY FEES
1167,02,RIGHTS AND PRIVILEGES,02420,,BARBER REGULATORY FEES
1175,02,RIGHTS AND PRIVILEGES,02432,,REGULATORY BOARD MISCELLANEOUS FEES
1263,02,RIGHTS AND PRIVILEGES,02440,,APELS LTD LIABILITY COMPANY REGULATORY FEES
1271,02,RIGHTS AND PRIVILEGES,02448,,PROPERTY REGISTRATION REGULATORY FEES
1279,02,RIGHTS AND PRIVILEGES,02456,,COMPLAINT FILES
1387,02,RIGHTS AND PRIVILEGES,02503,,COMMISSION FROM FOOD SERVICE VENDOR
1395,02,RIGHTS AND PRIVILEGES,02513,,STATE PARKS CABIN AND CAMPING RESERVATION FEES
1370,02,RIGHTS AND PRIVILEGES,02618,,ATTORNEYS REGISTRATION FEES
1378,02,RIGHTS AND PRIVILEGES,02627,,STATE PRIMARY FEES
1486,02,RIGHTS AND PRIVILEGES,02637,,PRODUCTS TESTING FEES
1494,02,RIGHTS AND PRIVILEGES,02645,,HOME HEALTH SERVICE FEES
1562,02,RIGHTS AND PRIVILEGES,02653,,DIVISION OF MOTOR VEHICLES UNCOLLECTED CHECK FEES
1570,02,RIGHTS AND PRIVILEGES,02661,,ADMINISTRATIVE OVERHEAD REIMBURSEMENT
1578,02,RIGHTS AND PRIVILEGES,02670,,FEES COLLECTED FROM HMOS - MEDICAID SERVICES
1646,02,RIGHTS AND PRIVILEGES,02678,,MOTOR VEHICLE SPECIALTY LICENSE PLATES FEES
1654,02,RIGHTS AND PRIVILEGES,02690,,REG FEES- COMMONWEALTH POLITICAL SUBDIVISION VEH
1130,06,INSTITUTIONAL REVENUE,06520,,"CORRECTIONS, HOUSING OTHER GOVERNMENT PRISONERS"
1323,06,INSTITUTIONAL REVENUE,06536,,"CORRECTION, INMATE LABOR-CITIES"
1927,20,FEDERAL GRANTS AND CONTRACTS,20218,,NATIONAL MOTOR CARRIER SAFETY
1928,90,FEDERAL GRANTS AND CONTRACTS,93602,,ASSETS FOR INDEPENDENCE DEMONSTRATION PGM
1929,97,FEDERAL GRANTS AND CONTRACTS,97041,,NATIONAL DAM SAFETY PROGRAM
1930,97,FEDERAL GRANTS AND CONTRACTS,97045,,COOPERATIVE TECHNICAL PARTNERS
1931,93,FEDERAL GRANTS AND CONTRACTS,93448,,FOOD SAFETY AND SECURITY MONITORING PROJECT
9478,02,RIGHTS AND PRIVILEGES,02311,,OUTPATIENT HOSPITAL LICENSURE FEE
9479,02,RIGHTS AND PRIVILEGES,02312,,INPATIENT HOSPITAL LICENSURE FEE
9480,02,RIGHTS AND PRIVILEGES,02313,,HOME CARE LICENSURE FEES
9481,02,RIGHTS AND PRIVILEGES,02314,,HOSPICE LICENSURE FEES
9482,02,RIGHTS AND PRIVILEGES,02315,,NURSING HOME LICENSURE FEES
9483,02,RIGHTS AND PRIVILEGES,02316,,PRIVATE REVIEW AGENT FILING FEE
9484,02,RIGHTS AND PRIVILEGES,02317,,MANAGED CARE HLTH INS QLTY ASSURANCE CERT FEE
9485,02,RIGHTS AND PRIVILEGES,02685,,VEHICLE REGISTRATION RENEWAL SERVICE CHARGE
9486,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08162,,OFFICE OF ATTORNEY GENERAL APPEAL FEE
9487,09,OTHER REVENUE,09014,,MEDICARE RECEIPTS - EOB NOT RECEIVED
9488,16,FEDERAL GRANTS AND CONTRACTS,16741,,FORENSIC DNA CAPACITY ENHANCEMENT PROGRAM
9489,66,FEDERAL GRANTS AND CONTRACTS,66516,,P3 AWARD: NATL STUDENT DESIGN COMP FOR SUSTNBLTY
9490,84,FEDERAL GRANTS AND CONTRACTS,84377,,SCHOOL IMPROVEMENT GRANTS
9491,84,FEDERAL GRANTS AND CONTRACTS,84378,,COLLEGE ACCESS CHALLENGE GRANT PGM
2000,01,TAXES,01108,,INDIVIDUAL FIDUCIARY INCOME TAX - 2008
2001,01,TAXES,01119,,ESTIMATED INCOME TAX - 2009
2002,02,RIGHTS AND PRIVILEGES,02183,,RADIOACTIVE MATERIALS FACILITY LICENSURE FEES
2003,02,RIGHTS AND PRIVILEGES,02192,,STORMWATER MS4 FEES
2006,10,FEDERAL GRANTS AND CONTRACTS,10579,,CHILD NUTRITION DISCR GRANT LIMT AVAIL - ARRA
2007,10,FEDERAL GRANTS AND CONTRACTS,10783,,CFDA RURAL BUSINESS ENT GRANT RECOVERY ACT-ARRA
2008,11,FEDERAL GRANTS AND CONTRACTS,11617,,CONGRESSIONALLY-IDENTIFIED PROJECTS
2009,14,FEDERAL GRANTS AND CONTRACTS,14251,,ECONOMIC DEVLPMNT INITIATIVE - SP PRJ/NEIGHBOR INT
2010,14,FEDERAL GRANTS AND CONTRACTS,14253,,CFDA CDBG ENTITLEMENT/RECOVERY ACT FUNDED - ARRA
2011,14,FEDERAL GRANTS AND CONTRACTS,14254,,CFDA COMM DEVLPMNT BG INSULAR RECOVERY - ARRA
2012,14,FEDERAL GRANTS AND CONTRACTS,14255,,CFDA COMM DEVLPMNT BG STATE HAWAII RECOVERY - ARRA
2013,14,FEDERAL GRANTS AND CONTRACTS,14256,,CFDA RECOVERY NSP2 - ARRA
2014,14,FEDERAL GRANTS AND CONTRACTS,14257,,HOMELESSNESS PREVENTION CFDA RECOVERY - ARRA
2015,14,FEDERAL GRANTS AND CONTRACTS,14258,,CFDA TAX CREDIT ASST PROG (TCAP) RECOVERY - ARRA
2016,14,FEDERAL GRANTS AND CONTRACTS,14317,,SEC8 ARRA MULTIFAMILY - ARRA
2017,14,FEDERAL GRANTS AND CONTRACTS,14318,,CFDA RECOVERY GREEN RETROFIT - ARRA
2018,14,FEDERAL GRANTS AND CONTRACTS,14882,,IHBG CFDA RECOVERY FORMULA 2.19 - ARRA
2019,14,FEDERAL GRANTS AND CONTRACTS,14883,,NATIVE HAWAIIAN CFDA RECOVERY FORM - ARRA
1781,01,TAXES,01L99,,LOCAL FUND TAXES
1836,01,TAXES,01116,,ESTIMATED INCOME TAX - 2006
1783,03,SALES OF PROPERTY AND COMMODITIES,03L99,,LOCAL FUND SALES OF PROPERTY AND COMMODITIES
1784,04,"DONATIONS, RECEIPTS AND TRANSFERS",04L99,,"LOCAL FUND DONATIONS, RECEIPTS AND TRANSFERS"
1787,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05L99,,LOCAL FUND ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPCL SRVCS
1788,06,INSTITUTIONAL REVENUE,06L99,,LOCAL FUND INSTITUTIONAL REVENUE
1789,07,"INTEREST, DIVIDEND AND RENTS",07L99,,"LOCAL FUND INTEREST, DIVIDEND AND RENTS"
1791,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08L99,,"LOCAL FUND FINES,FORFEITURES,COURT FEES,CODES,PENALTIES,ESCHEATS"
1792,09,OTHER REVENUE,09L99,,LOCAL FUND OTHER REVENUE
1793,10,FEDERAL GRANTS AND CONTRACTS,10L99,,LOCAL FUND FEDERAL GRANTS AND CONTRACTS
1794,02,RIGHTS AND PRIVILEGES,02L99,,LOCAL FUND RIGHTS AND PRIVILEGES
1795,66,FEDERAL GRANTS AND CONTRACTS,66513,,GREATER RESEARCH OPPORTUNITIES FELLOWSHIP PGM
1796,93,FEDERAL GRANTS AND CONTRACTS,93142,,NIEHS HAZARDOUS WASTE WORKER HEALTH/SAFETY TRAIN
1797,97,FEDERAL GRANTS AND CONTRACTS,97073,,STATE HOMELAND SECURITY GRANTS
1798,97,FEDERAL GRANTS AND CONTRACTS,97078,,BUFFER ZONE PROTECTION PROGRAM
1835,01,TAXES,01105,,INDIVIDUAL FIDUCIARY INCOME TAX - 2005
1838,09,OTHER REVENUE,09012,,COST RECOVERY COLLECTIONS
1839,10,FEDERAL GRANTS AND CONTRACTS,10352,,VALUE-ADDED PRODUCER GRANTS
1840,10,FEDERAL GRANTS AND CONTRACTS,10678,,FOREST STEWARDSHIP PROGRAM
1841,16,FEDERAL GRANTS AND CONTRACTS,16738,,EDWARD BYRNE MEMORIAL JUSTICE ASSIST GRANT PGM
1842,47,FEDERAL GRANTS AND CONTRACTS,47079,,INTERNATIONAL SCIENCE AND ENGINEERING
1843,66,FEDERAL GRANTS AND CONTRACTS,66480,,ASSESSMENT AND WATERSHED PROTECTION PROGRAM GRANTS
1844,93,FEDERAL GRANTS AND CONTRACTS,93276,,BEACH MONITORING FFY 2005
1846,98,FEDERAL GRANTS AND CONTRACTS,98001,,USAID FOREIGN ASSISTANCE FOR PROGRAMS OVERSEAS
1922,84,FEDERAL GRANTS AND CONTRACTS,84376,,NATL SCIENCE & MATHEMATICS ACCESS TO RETAIN TALENT
1956,06,INSTITUTIONAL REVENUE,06132,,"OTHER EDU, SALES-MARKETING SERVICES"
1957,16,FEDERAL GRANTS AND CONTRACTS,16609,,COMMUNITY PROSECUTION & PROJECT SAFE NEIGHBORHOODS
620,93,FEDERAL GRANTS AND CONTRACTS,93271,,ALCOHOL RESEARCH CAREER DEVELOPMENT AWARDS
734,93,FEDERAL GRANTS AND CONTRACTS,93282,,MENTAL HLTH NAT RESEARCH SERV AWARDS-RESEARCH TRAI
802,93,FEDERAL GRANTS AND CONTRACTS,93358,,ADVANCED EDUCATION NURSING TRAINEESHIPS
841,93,FEDERAL GRANTS AND CONTRACTS,93392,,CANCER CONSTRUCTION
855,93,FEDERAL GRANTS AND CONTRACTS,93556,,PROMOTING SAFE AND STABLE FAMILIES
81,84,FEDERAL GRANTS AND CONTRACTS,84016,,UNDERGRAD INTERNATIONAL STUDIES/FOREIGN LANG PGM
92,84,FEDERAL GRANTS AND CONTRACTS,84038,,FED PERKINS LOAN PROGRAM-FED CAPITAL CONTRIBUTIONS
132,84,FEDERAL GRANTS AND CONTRACTS,84069,,LEVERAGING EDUCATIONAL ASSISTANCE PARTNERSHIP
177,84,FEDERAL GRANTS AND CONTRACTS,84129,,REHABILITATION LONG-TERM TRAINING
307,84,FEDERAL GRANTS AND CONTRACTS,84161,,REHABILITATION SERVICES-CLIENT ASSISTANCE PROGRAM
464,84,FEDERAL GRANTS AND CONTRACTS,84177,,INDEPENDENT LIVING FOR OLDER BLIND INDIVIDUALS
475,84,FEDERAL GRANTS AND CONTRACTS,84195,,BILINGUAL EDUCATION-PROFESSIONAL DEVELOPMENT
582,84,FEDERAL GRANTS AND CONTRACTS,84217,,MCNAIR POST-BACCALAUREATE ACHIEVEMENT
593,84,FEDERAL GRANTS AND CONTRACTS,84265,,STATE VOCATIONAL REHAB UNIT IN-SERVICE TRAINING
655,84,FEDERAL GRANTS AND CONTRACTS,84305,,NATIONAL INSTITUTE-STUDENT ACHIEVEMENT CURRICULUM
697,84,FEDERAL GRANTS AND CONTRACTS,84326,,SP ED-TECH ASST/DISSEMINATION CHILDREN W/DISABILTY
739,84,FEDERAL GRANTS AND CONTRACTS,84336,,TEACHER QUALITY ENHANCEMENT GRANTS
833,02,RIGHTS AND PRIVILEGES,02301,,DOMESTIC CORP CHARTER FEES
875,02,RIGHTS AND PRIVILEGES,02309,,NURSERY STOCK INSPECTION FEE
966,02,RIGHTS AND PRIVILEGES,02351,,A CERTIFICATE OF LIMITED PARTNERSHIP
1042,02,RIGHTS AND PRIVILEGES,02359,,NEW APPLICATIONS GENERAL PARTNERSHIPS-DOMESTIC
167,02,RIGHTS AND PRIVILEGES,02703,,SOLID WASTE MANAGEMENT FACILITY PERMIT APPL FEES
227,02,RIGHTS AND PRIVILEGES,02711,,ADMINISTRATION FEE FOR THE VFC PROGRAM
324,02,RIGHTS AND PRIVILEGES,02719,,HAZARDOUS WASTE ANNUAL PERMIT FEE
335,02,RIGHTS AND PRIVILEGES,02727,,VEST ADMINISTRATIVE FEE
377,03,SALES OF PROPERTY AND COMMODITIES,03004,,EMERGENCY MEDICAL SERVICES-PROVIDER LIST FEES
436,03,SALES OF PROPERTY AND COMMODITIES,03015,,PROCEEDS FROM THE SALE OF TIMBER
509,03,SALES OF PROPERTY AND COMMODITIES,03025,,RECOVERY OF SERVICE CHARGES - PRINTING & DUPLICATI
622,03,SALES OF PROPERTY AND COMMODITIES,03300,,VPEP - TUITION CONTRACT PAYMENTS
661,03,SALES OF PROPERTY AND COMMODITIES,03320,,VPEP - TRANSFER BENEFICIARY FEE
672,03,SALES OF PROPERTY AND COMMODITIES,03333,,VEST - ACCOUNT CANCELLATION FEE
717,04,"DONATIONS, RECEIPTS AND TRANSFERS",04001,,PRIVATE DONATIONS FOR DARE
750,04,"DONATIONS, RECEIPTS AND TRANSFERS",04200,,"RECEIPTS FROM CITIES, COUNTIES, AND TOWNS"
786,04,"DONATIONS, RECEIPTS AND TRANSFERS",04209,,"RECEIPTS FROM CITIES, COUNTIES, & TOWNS"
882,02,RIGHTS AND PRIVILEGES,02522,,YORKTOWN VICTORY CENTER ADMISSION RECEIPTS
899,02,RIGHTS AND PRIVILEGES,02531,,SWIMMING - ADULTS
1020,02,RIGHTS AND PRIVILEGES,02539,,HONOR PUBLICATIONS
1248,02,RIGHTS AND PRIVILEGES,02601,,VEST - ADMINISTRATIVE FEE
1361,02,RIGHTS AND PRIVILEGES,02609,,NEWBORN SCREENING FEES
20,19,FEDERAL GRANTS AND CONTRACTS,19406,,COLLEGE AND UNIVERSITY AFFILIATIONS PROGRAM
28,20,FEDERAL GRANTS AND CONTRACTS,20106,,AIRPORT IMPROVEMENT PROGRAM
39,20,FEDERAL GRANTS AND CONTRACTS,20420,,PORT SECURITY GRANTS
104,20,FEDERAL GRANTS AND CONTRACTS,20514,,TRANSIT PLANNING AND RESEARCH
115,20,FEDERAL GRANTS AND CONTRACTS,20700,,PIPELINE SAFETY
151,23,FEDERAL GRANTS AND CONTRACTS,23002,,APPALACHIAN AREA DEVELOPMENT
196,43,FEDERAL GRANTS AND CONTRACTS,43000,,OTHER ASSIST - NASA
235,45,FEDERAL GRANTS AND CONTRACTS,45129,,PROMOTION OF HUMANITIES-FEDERAL/STATE PARTNERSHIP
314,45,FEDERAL GRANTS AND CONTRACTS,45302,,MUSEUM ASSESSMENT PROGRAM
390,47,FEDERAL GRANTS AND CONTRACTS,47051,,BIOLOGICAL BEHAVIORAL AND SOCIAL SCIENCES
433,58,FEDERAL GRANTS AND CONTRACTS,58000,,OTHER ASSIST - SECURITES & EXCHANGE COMMISSION
489,62,FEDERAL GRANTS AND CONTRACTS,62000,,OTHER ASSIST - TENNESSEE VALLEY AUTHORITY
537,66,FEDERAL GRANTS AND CONTRACTS,66000,,OTHER ASSIST - ENVIRONMENTAL PROTECTION AGY
708,06,INSTITUTIONAL REVENUE,06126,,"OTHER EDU, SALES-MISCELLANEOUS"
764,06,INSTITUTIONAL REVENUE,06212,,MEDICAL HOSP RESIDENTIAL FACILITY QUARTERS RENTAL
778,06,INSTITUTIONAL REVENUE,06260,,MEDICAL HOSP MISCELLANEOUS REVENUE
857,06,INSTITUTIONAL REVENUE,06441,,MH & MR PATIENT/RESIDENT PAYMENTS
976,06,INSTITUTIONAL REVENUE,06451,,MH & MR SKILLED NURSING (MEDICAID)
79,02,RIGHTS AND PRIVILEGES,02127,,BEDDING LICENSES
242,02,RIGHTS AND PRIVILEGES,02135,,AGENTS APPOINTMENT FEES
284,02,RIGHTS AND PRIVILEGES,02143,,ALCOHOLIC BEVERAGE SOLICITORS SALESMAN PERMITS
292,02,RIGHTS AND PRIVILEGES,02151,,CONTRACT CARRIER BY AIRCRAFT PERMITS
366,02,RIGHTS AND PRIVILEGES,02159,,COAL MINE LICENSES
414,02,RIGHTS AND PRIVILEGES,02167,,HAZARD WASTE MGMT FACILITY PERMIT FEES
451,02,RIGHTS AND PRIVILEGES,02175,,ASSESSMENT ON SHEEP SOLD
529,02,RIGHTS AND PRIVILEGES,02191,,NURSERYMAN REGISTRATION
571,02,RIGHTS AND PRIVILEGES,02199,,"MISCELLANEOUS LICENSES, PERMITS & FEES"
604,02,RIGHTS AND PRIVILEGES,02207,,REGISTRATION OF CANNED ANIMAL FOOD
615,02,RIGHTS AND PRIVILEGES,02215,,MINIMUM LIME INSPECTION FEE
